播放小蓓蕾组合的儿歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>小蓓蕾组合</SINGER>的<MUSIC_TAG>儿歌</MUSIC_TAG>
毕书尽	music	MUSIC_GENERAL_PLAY	<SINGER>毕书尽</SINGER>
请播放王菲的歌曲	music	MUSIC_GENERAL_PLAY	请播放<SINGER>王菲</SINGER>的歌曲
杨梅	music	MUSIC_GENERAL_PLAY	<SINGER>杨梅</SINGER>
唱一首王俊凯的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>王俊凯</SINGER>的歌
金丝鸟	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>金丝鸟</MUSIC_NAME>
蒋大为唱的歌	music	MUSIC_GENERAL_PLAY	<SINGER>蒋大为</SINGER>唱的歌
迦奥特曼	video	VIDEO_PLAY	
播放郑中基的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>郑中基</SINGER>的歌
播放谭咏麟的	music	MUSIC_GENERAL_PLAY	播放<SINGER>谭咏麟</SINGER>的
播放westlife	music	MUSIC_GENERAL_PLAY	播放<SINGER>westlife</SINGER>
二狗	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>二狗</MUSIC_NAME>
周华健忘忧草	music	MUSIC_GENERAL_PLAY	<SINGER>周华健</SINGER><MUSIC_NAME>忘忧草</MUSIC_NAME>
胡琴说	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>胡琴说</MUSIC_NAME>
唱周杰伦的	music	MUSIC_GENERAL_PLAY	唱<SINGER>周杰伦</SINGER>的
大脸儿	chat		
郑绪岚的歌	music	MUSIC_GENERAL_PLAY	<SINGER>郑绪岚</SINGER>的歌
陆永	music	MUSIC_GENERAL_PLAY	<SINGER>陆永</SINGER>
华子	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>华子</MUSIC_NAME>
放一首小诗	fm	FM_AUDIOBOOK_PLAY	放一首<AUDIOBOOK_TAG>小诗</AUDIOBOOK_TAG>
放一首王力宏的	music	MUSIC_GENERAL_PLAY	放一首<SINGER>王力宏</SINGER>的
刘咚咚	music	MUSIC_GENERAL_PLAY	<SINGER>刘咚咚</SINGER>
娃娃的故事芭比	chat		
韩超	baike	BAIKE_ITEMS_SEARCH	
郑源的	music	MUSIC_GENERAL_PLAY	<SINGER>郑源</SINGER>的
水晶鞋	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>水晶鞋</MUSIC_NAME>
常香玉	music	MUSIC_GENERAL_PLAY	<SINGER>常香玉</SINGER>
一首熊猫叫	music	MUSIC_GENERAL_PLAY	一首<MUSIC_NAME>学猫叫</MUSIC_NAME>
李翊君的歌	music	MUSIC_GENERAL_PLAY	<SINGER>李翊君</SINGER>的歌
超级战舰	music	MUSIC_GENERAL_PLAY	<SINGER>超级战舰</SINGER>
二龙	chat		
王凯的歌	music	MUSIC_GENERAL_PLAY	<SINGER>王凯</SINGER>的歌
换一首熊猫叫	music	MUSIC_GENERAL_PLAY	换一首<MUSIC_NAME>学猫叫</MUSIC_NAME>
我要领金的	chat		
换一首李荣浩的歌	music	MUSIC_GENERAL_PLAY	换一首<SINGER>李荣浩</SINGER>的歌
徐小凤的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>徐小凤</SINGER>的歌曲
朴树的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>朴树</SINGER>的歌曲
赵雷话	music	MUSIC_GENERAL_PLAY	<SINGER>赵雷</SINGER>话
我要听李宇春的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>李宇春</SINGER>的歌
播放邓丽君的音乐	music	MUSIC_GENERAL_PLAY	播放<SINGER>邓丽君</SINGER>的音乐
播放徐佳莹	music	MUSIC_GENERAL_PLAY	播放<SINGER>徐佳莹</SINGER>
阿布	music	MUSIC_GENERAL_PLAY	<SINGER>阿布</SINGER>
冷漠的	music	MUSIC_GENERAL_PLAY	<SINGER>冷漠</SINGER>的
我想听林忆莲的歌	music	MUSIC_GENERAL_PLAY	我想听<SINGER>林忆莲</SINGER>的歌
王家驹	music	MUSIC_GENERAL_PLAY	<SINGER>黄家驹</SINGER>
王不易	chat		
鬼子	music	MUSIC_GENERAL_PLAY	<SINGER>鬼子</SINGER>
郑中基的歌	music	MUSIC_GENERAL_PLAY	<SINGER>郑中基</SINGER>的歌
播放邓超	music	MUSIC_GENERAL_PLAY	播放<SINGER>邓超</SINGER>
播放谢军的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>谢军</SINGER>的歌
小金	music	MUSIC_GENERAL_PLAY	<SINGER>小金</SINGER>
播放孙楠的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>孙楠</SINGER>的歌曲
韩东君	music	MUSIC_GENERAL_PLAY	<SINGER>韩东君</SINGER>
我要听汪峰的	music	MUSIC_GENERAL_PLAY	我要听<SINGER>汪峰</SINGER>的
吴雁泽	music	MUSIC_GENERAL_PLAY	<SINGER>吴雁泽</SINGER>
播放伍佰的	music	MUSIC_GENERAL_PLAY	播放<SINGER>伍佰</SINGER>的
我要听公主故事	fm	FM_AUDIOBOOK_PLAY	我要听<AUDIOBOOK_TAG>公主</AUDIOBOOK_TAG>故事
杰克逊的歌	music	MUSIC_GENERAL_PLAY	<SINGER>杰克逊</SINGER>的歌
播放谭维维的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>谭维维</SINGER>的歌曲
唱徐小凤的歌	music	MUSIC_GENERAL_PLAY	唱<SINGER>徐小凤</SINGER>的歌
放徐佳莹的歌	music	MUSIC_GENERAL_PLAY	放<SINGER>徐佳莹</SINGER>的歌
王鹤立	chat		
我想听麦晓东的歌	music	MUSIC_GENERAL_PLAY	我想听<SINGER>麦晓东</SINGER>的歌
吉特巴	music	MUSIC_GENERAL_PLAY	<SINGER>吉特巴</SINGER>
武艺	music	MUSIC_NEWBOARD_PLAY	<SINGER>武艺</SINGER>
图图	music	MUSIC_GENERAL_PLAY	<SINGER>图图</SINGER>
播放平安	music	MUSIC_GENERAL_PLAY	播放<SINGER>平安</SINGER>
老虎一	chat		
唱周传雄的歌	music	MUSIC_GENERAL_PLAY	唱<SINGER>周传雄</SINGER>的歌
播放张靓颖的	music	MUSIC_GENERAL_PLAY	播放<SINGER>张靓颖</SINGER>的
一首音乐	music	MUSIC_GENERAL_PLAY	
小不点	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>小不点</MUSIC_NAME>
嗯林俊杰的歌	music	MUSIC_GENERAL_PLAY	嗯<SINGER>林俊杰</SINGER>的歌
落落	music	MUSIC_GENERAL_PLAY	<SINGER>落落</SINGER>
唱个韩红的歌	music	MUSIC_GENERAL_PLAY	唱个<SINGER>韩红</SINGER>的歌
来一首陈奕迅的	music	MUSIC_GENERAL_PLAY	来一首<SINGER>陈奕迅</SINGER>的
观澜	music	MUSIC_GENERAL_PLAY	<SINGER>观澜</SINGER>
我要听隔壁泰山	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_NAME>隔壁泰山</MUSIC_NAME>
张曼玉	music	MUSIC_GENERAL_PLAY	<SINGER>张曼玉</SINGER>
庄学忠	music	MUSIC_GENERAL_PLAY	<SINGER>庄学忠</SINGER>
小北	music	MUSIC_GENERAL_PLAY	<SINGER>小北</SINGER>
项羽	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>项羽</MUSIC_NAME>
王杰的	music	MUSIC_GENERAL_PLAY	<SINGER>王杰</SINGER>的
我想听祁隆的歌曲	music	MUSIC_GENERAL_PLAY	我想听<SINGER>祁隆</SINGER>的歌曲
李勇	music	MUSIC_GENERAL_PLAY	<SINGER>李勇</SINGER>
马志明	fm	FM_AUDIOBOOK_PLAY	<ARTIST>马志明</ARTIST>
萧萧	music	MUSIC_GENERAL_PLAY	<SINGER>萧萧</SINGER>
李慧珍	music	MUSIC_GENERAL_PLAY	<SINGER>李慧珍</SINGER>
哈宝宝	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>哈宝宝</BAIKE_ITERM>
我要听陈粒	music	MUSIC_GENERAL_PLAY	我要听<SINGER>陈粒</SINGER>
放一首beyond	music	MUSIC_GENERAL_PLAY	放一首<SINGER>beyond</SINGER>
放一首于文文的歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>于文文</SINGER>的歌
我要听赵照	music	MUSIC_GENERAL_PLAY	我要听<SINGER>赵照</SINGER>
薛之谦的音乐	music	MUSIC_GENERAL_PLAY	<SINGER>薛之谦</SINGER>的音乐
来首许嵩的歌	music	MUSIC_GENERAL_PLAY	来首<SINGER>许嵩</SINGER>的歌
放首赵雷的歌	music	MUSIC_GENERAL_PLAY	放首<SINGER>赵雷</SINGER>的歌
费翔的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>费翔</SINGER>的歌曲
龚月的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>龚月</SINGER>的歌曲
播放一首邓紫棋的歌	music	MUSIC_GENERAL_PLAY	播放一首<SINGER>邓紫棋</SINGER>的歌
胡夏的歌	music	MUSIC_GENERAL_PLAY	<SINGER>胡夏</SINGER>的歌
播放白龙	music	MUSIC_GENERAL_PLAY	播放<SINGER>白龙</SINGER>
来一瓶	chat		
来段云鹏的相声	fm	FM_AUDIOBOOK_PLAY	来<ARTIST>段云鹏</ARTIST>的<AUDIOBOOK_TYPE>相声</AUDIOBOOK_TYPE>
叫哥哥	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>叫哥哥</MUSIC_NAME>
换一首许嵩的歌	music	MUSIC_GENERAL_PLAY	换一首<SINGER>许嵩</SINGER>的歌
唱一个光头强	music	MUSIC_GENERAL_PLAY	唱一个<MUSIC_NAME>光头强</MUSIC_NAME>
猪小妹	chat		
放一首唱一首歌	music	MUSIC_GENERAL_PLAY	
小米同学	chat		
小喵	music	MUSIC_GENERAL_PLAY	<SINGER>小喵</SINGER>
唱一首张靓颖的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>张靓颖</SINGER>的歌
李宗盛的	music	MUSIC_GENERAL_PLAY	<SINGER>李宗盛</SINGER>的
听到	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>听到</MUSIC_NAME>
小强来啦	fm	FM_AUDIOBOOK_PLAY	<AUDIOBOOK_ALBUM>小强来啦</AUDIOBOOK_ALBUM>
播放周杰伦的歌吧	music	MUSIC_GENERAL_PLAY	播放<SINGER>周杰伦</SINGER>的歌吧
播放祁隆歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>祁隆</SINGER>歌曲
上海五星体育	fm	FM_RADIO_PLAY	<RADIO_NAME>上海五星体育</RADIO_NAME>
何东	music	MUSIC_GENERAL_PLAY	<SINGER>何东</SINGER>
醉江南	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>醉江南</MUSIC_NAME>
你大爷	music	MUSIC_GENERAL_PLAY	<SINGER>你大爷</SINGER>
我想听杨洋的歌	music		我想听<SINGER>杨洋</SINGER>的歌
唱一首华晨宇的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>华晨宇</SINGER>的歌
李世民	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>李世民</BAIKE_ITERM>
放一首周杰伦的新歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>周杰伦</SINGER>的新歌
刘若英歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>刘若英</SINGER>歌曲
播放光良	music	MUSIC_GENERAL_PLAY	播放<SINGER>光良</SINGER>
播放花仙子	video	VIDEO_PLAY	
播放一首周杰伦	music	MUSIC_GENERAL_PLAY	播放一首<SINGER>周杰伦</SINGER>
一飞	music	MUSIC_GENERAL_PLAY	<SINGER>一飞</SINGER>
李玉刚歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>李玉刚</SINGER>歌曲
唱一首种太阳	music	MUSIC_GENERAL_PLAY	唱一首<MUSIC_NAME>种太阳</MUSIC_NAME>
播放韩少武	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>海草舞</MUSIC_NAME>
爱在	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>爱在</MUSIC_NAME>
王菲的故事	music	MUSIC_GENERAL_PLAY	<SINGER>王菲</SINGER>的<MUSIC_NAME>故事</MUSIC_NAME>
唱一首许嵩的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>许嵩</SINGER>的歌
播放李娜的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>李娜</SINGER>的歌曲
小熊小熊	chat		
加油少年	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>加油少年</MUSIC_NAME>
贝多芬的钢琴曲	music	MUSIC_GENERAL_PLAY	<SINGER>贝多芬</SINGER>的<MUSIC_TAG>钢琴曲</MUSIC_TAG>
播放阿宝的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>阿宝</SINGER>的歌曲
播放火星少女	music	MUSIC_GENERAL_PLAY	播放<SINGER>火箭少女</SINGER>
宣道出版社合唱团	music	MUSIC_GENERAL_PLAY	<SINGER>宣道出版社合唱团</SINGER>
久久	music	MUSIC_GENERAL_PLAY	<SINGER>久久</SINGER>
rihanna	music	MUSIC_GENERAL_PLAY	<SINGER>rihanna</SINGER>
欧华	music	MUSIC_GENERAL_PLAY	<SINGER>欧华</SINGER>
播放肖邦的钢琴曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>肖邦</SINGER>的<MUSIC_TAG>钢琴曲</MUSIC_TAG>
你任重	music	MUSIC_GENERAL_PLAY	你<SINGER>任重</SINGER>
拉丁舞恰恰	video	VIDEO_PLAY	
霸道总裁	fm	FM_AUDIOBOOK_PLAY	<AUDIOBOOK_PROGRAM>霸道总裁</AUDIOBOOK_PROGRAM>
mc9局	music	MUSIC_GENERAL_PLAY	<SINGER>mc9局</SINGER>
应烊千玺	music	MUSIC_GENERAL_PLAY	<SINGER>易烊千玺</SINGER>
李沅纯	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>李沅纯</BAIKE_ITERM>
任素汐	music	MUSIC_GENERAL_PLAY	<SINGER>任素汐</SINGER>
播放祁隆的	music	MUSIC_GENERAL_PLAY	播放<SINGER>祁隆</SINGER>的
请播放海潮	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_NAME>海潮</MUSIC_NAME>
唱朴树的歌	music	MUSIC_GENERAL_PLAY	唱<SINGER>朴树</SINGER>的歌
我要听tfboys唱的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>tfboys</SINGER>唱的歌
小姑子	chat		
第一百集	chat		
播放刘和刚的歌曲	music	MUSIC_GENERAL_PLAY	
流浪猫	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>流浪猫</MUSIC_NAME>
琳琳	baike	BAIKE_ITEMS_SEARCH	
放一首阿黛尔的歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>阿黛尔</SINGER>的歌
播周杰伦的歌	music	MUSIC_GENERAL_PLAY	播<SINGER>周杰伦</SINGER>的歌
朱亚文	music	MUSIC_GENERAL_PLAY	<SINGER>朱亚文</SINGER>
唱一首孙露的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>孙露</SINGER>的歌
大庆小芳的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>大庆小芳</SINGER>的歌曲
也好	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>也好</MUSIC_NAME>
陈瑞的	music	MUSIC_GENERAL_PLAY	<SINGER>陈瑞</SINGER>的
怪咖薛之谦	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>怪咖</MUSIC_NAME><SINGER>薛之谦</SINGER>
吕珊	music	MUSIC_GENERAL_PLAY	<SINGER>吕珊</SINGER>
请播放小蓓蕾组合	music	MUSIC_GENERAL_PLAY	请播放<SINGER>小蓓蕾组合</SINGER>
我要听阿杜的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>阿杜</SINGER>的歌
老虎老虎	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>老虎老虎</MUSIC_NAME>
唱白杨	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>白杨</MUSIC_NAME>
听周杰伦的	music	MUSIC_GENERAL_PLAY	听<SINGER>周杰伦</SINGER>的
来一首齐秦的歌	music	MUSIC_GENERAL_PLAY	来一首<SINGER>齐秦</SINGER>的歌
罗浩	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>罗浩</BAIKE_ITERM>
熊孩子儿歌	music	MUSIC_GENERAL_PLAY	<SINGER>熊孩子儿歌</SINGER>
大张伟的	music	MUSIC_GENERAL_PLAY	<SINGER>大张伟</SINGER>的
迟志强的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>迟志强</SINGER>的歌曲
安平	music	MUSIC_GENERAL_PLAY	<SINGER>安平</SINGER>
邓丽君音乐	music	MUSIC_GENERAL_PLAY	<SINGER>邓丽君</SINGER>音乐
我要听齐秦的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>齐秦</SINGER>的歌
安安	music	MUSIC_GENERAL_PLAY	<SINGER>安安</SINGER>
播放小沈阳的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>小沈阳</SINGER>的歌曲
赵丽颖唱的歌	music	MUSIC_GENERAL_PLAY	<SINGER>赵丽颖</SINGER>唱的歌
朱新杰	music	MUSIC_GENERAL_PLAY	<SINGER>朱星杰</SINGER>
播放falloutboy的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>fall out boy</SINGER>的歌
蒋大为演唱的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>蒋大为</SINGER>演唱的歌曲
安哥	chat		
洪昭宇	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>红昭愿</MUSIC_NAME>
小豆	music	MUSIC_GENERAL_PLAY	<SINGER>小豆</SINGER>
东哥	music	MUSIC_GENERAL_PLAY	<SINGER>东哥</SINGER>
明月光	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>明月光</MUSIC_NAME>
播放熊熊乐园	video	VIDEO_PLAY	播放<VIDEO_NAME>熊熊乐园</VIDEO_NAME>
唱陈慧琳的歌	music	MUSIC_GENERAL_PLAY	唱<SINGER>陈慧琳</SINGER>的歌
播放易烊千玺的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>易烊千玺</SINGER>的歌曲
纪泫	music	MUSIC_GENERAL_PLAY	<SINGER>纪泫</SINGER>
宋冬野斑马	music	MUSIC_GENERAL_PLAY	<SINGER>宋冬野</SINGER><MUSIC_NAME>斑马</MUSIC_NAME>
唱一首邓紫棋的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>邓紫棋</SINGER>的歌
喵喵喵喵喵	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>喵喵喵喵喵</MUSIC_TAG>
大兴	music	MUSIC_GENERAL_PLAY	<SINGER>大兴</SINGER>
小猪妹	chat		
邱永传	music	MUSIC_GENERAL_PLAY	<SINGER>邱永传</SINGER>
张伟文	music	MUSIC_GENERAL_PLAY	<SINGER>张伟文</SINGER>
慕寒	music	MUSIC_GENERAL_PLAY	<SINGER>慕寒</SINGER>
psy唱一首歌	music	MUSIC_GENERAL_PLAY	<SINGER>psy</SINGER>唱一首歌
唱孟庭苇的歌	music	MUSIC_GENERAL_PLAY	唱<SINGER>孟庭苇</SINGER>的歌
psy姐	music	MUSIC_GENERAL_PLAY	<SINGER>psy姐</SINGER>
陈百潭	music	MUSIC_GENERAL_PLAY	<SINGER>陈百潭</SINGER>
TTF	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>TTF</MUSIC_NAME>
柯南	video	VIDEO_PLAY	
轩辕	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>轩辕</MUSIC_NAME>
我想听蔡徐坤唱的歌	music	MUSIC_GENERAL_PLAY	我想听<SINGER>蔡徐坤</SINGER>唱的歌
我要听高胜美的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>高胜美</SINGER>的歌
放迈克尔杰克逊的歌	music	MUSIC_GENERAL_PLAY	放<SINGER>迈克尔杰克逊</SINGER>的歌
我要听梁静茹	music	MUSIC_GENERAL_PLAY	我要听<SINGER>梁静茹</SINGER>
来一首光头强	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>光头强</MUSIC_NAME>
我想听许巍	music	MUSIC_GENERAL_PLAY	我想听<SINGER>许巍</SINGER>
温碧霞	music	MUSIC_GENERAL_PLAY	<SINGER>温碧霞</SINGER>
郭芯语	music	MUSIC_GENERAL_PLAY	<SINGER>郭芯语</SINGER>
陈卓	music	MUSIC_GENERAL_PLAY	<SINGER>陈卓</SINGER>
汪苏伦	music	MUSIC_GENERAL_PLAY	<SINGER>汪苏伦</SINGER>
爆笑虫子	video	VIDEO_PLAY	<VIDEO_NAME>爆笑虫子</VIDEO_NAME>
播放龙飘飘的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>龙飘飘</SINGER>的歌曲
播放网络歌手	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>网络歌手</MUSIC_TAG>
你好天猫	chat		
播放莫扎特的音乐	music	MUSIC_GENERAL_PLAY	播放<SINGER>莫扎特</SINGER>的音乐
播放班得瑞音乐	music	MUSIC_GENERAL_PLAY	播放<SINGER>班得瑞</SINGER>音乐
我想听李宇春的歌	music	MUSIC_GENERAL_PLAY	我想听<SINGER>李宇春</SINGER>的歌
陈粒的	music	MUSIC_GENERAL_PLAY	<SINGER>陈粒</SINGER>的
煜杰	music	MUSIC_GENERAL_PLAY	<SINGER>煜杰</SINGER>
冯提莫的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>冯提莫</SINGER>的歌曲
腾格尔的	music	MUSIC_GENERAL_PLAY	<SINGER>腾格尔</SINGER>的
贾斯丁比伯的歌	music	MUSIC_GENERAL_PLAY	<SINGER>贾斯汀比伯</SINGER>的歌
放一首花粥的歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>花粥</SINGER>的歌
李晓东对	music	MUSIC_GENERAL_PLAY	<SINGER>李晓东</SINGER>对
我要听michaeljackson	music	MUSIC_GENERAL_PLAY	我要听<SINGER>michael jackson</SINGER>
小峰峰的歌	music	MUSIC_GENERAL_PLAY	<SINGER>小峰峰</SINGER>的歌
播放华晨宇歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>华晨宇</SINGER>歌曲
播放coldplay的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>coldplay</SINGER>的歌
东方	music	MUSIC_GENERAL_PLAY	<SINGER>东方</SINGER>
播放谭晶的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>谭晶</SINGER>的歌
播放薛之谦怪咖	music	MUSIC_GENERAL_PLAY	播放<SINGER>薛之谦</SINGER><MUSIC_NAME>怪咖</MUSIC_NAME>
大大世界	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>大大世界</MUSIC_NAME>
我想听tsboy的歌	music	MUSIC_GENERAL_PLAY	我想听<SINGER>tfboys</SINGER>的歌
乌达木	music	MUSIC_GENERAL_PLAY	
李静	music	MUSIC_GENERAL_PLAY	<SINGER>李静</SINGER>
张译	music	MUSIC_GENERAL_PLAY	<SINGER>张译</SINGER>
请播放刀郎的歌曲	music	MUSIC_GENERAL_PLAY	请播放<SINGER>刀郎</SINGER>的歌曲
播放徐良的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>徐良</SINGER>的歌曲
给我唱一首光头强	music	MUSIC_GENERAL_PLAY	给我唱一首<MUSIC_NAME>光头强</MUSIC_NAME>
播放薛之谦的哑巴	music	MUSIC_GENERAL_PLAY	播放<SINGER>薛之谦</SINGER>的<MUSIC_NAME>哑巴</MUSIC_NAME>
王超	music	MUSIC_GENERAL_PLAY	<SINGER>王超</SINGER>
小臭臭儿歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>小臭臭</MUSIC_NAME><MUSIC_TAG>儿歌</MUSIC_TAG>
周洁琼	music	MUSIC_GENERAL_PLAY	<SINGER>周洁琼</SINGER>
我想听小猪佩	video	VIDEO_PLAY	我想听<VIDEO_NAME>小猪佩奇</VIDEO_NAME>
放一首林俊杰的歌曲	music	MUSIC_GENERAL_PLAY	放一首<SINGER>林俊杰</SINGER>的歌曲
播放董贞的歌	music	MUSIC_GENERAL_PLAY	播放<SINGER>董贞</SINGER>的歌
放一首陶喆的歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>陶喆</SINGER>的歌
唱一首张韶涵的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>张韶涵</SINGER>的歌
王俊凯唱的	music	MUSIC_GENERAL_PLAY	<SINGER>王俊凯</SINGER>唱的
听98k	music	MUSIC_GENERAL_PLAY	听<MUSIC_NAME>98k</MUSIC_NAME>
曹芙嘉	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>曹芙嘉</BAIKE_ITERM>
孙露专辑	music	MUSIC_GENERAL_PLAY	<SINGER>孙露</SINGER>专辑
我要听萧敬腾的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>萧敬腾</SINGER>的歌
唱个小蓓蕾组合	music	MUSIC_GENERAL_PLAY	唱个<SINGER>小蓓蕾组合</SINGER>
我想听果	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>果</MUSIC_NAME>
久石让的歌	music	MUSIC_GENERAL_PLAY	<SINGER>久石让</SINGER>的歌
杨洋哥	music	MUSIC_GENERAL_PLAY	<SINGER>杨洋</SINGER>歌
唱一首庄心妍的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>庄心妍</SINGER>的歌
放一首费玉清的歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>费玉清</SINGER>的歌
王奕心	music	MUSIC_GENERAL_PLAY	<SINGER>王奕心</SINGER>
唱一首张宇的歌	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>张宇</SINGER>的歌
我要听陈慧娴的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>陈慧娴</SINGER>的歌
阿飞	video	VIDEO_PLAY	
播放刘若英成全	music	MUSIC_GENERAL_PLAY	播放<SINGER>刘若英</SINGER><MUSIC_NAME>成全</MUSIC_NAME>
花萝卜	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>拔萝卜</MUSIC_NAME>
唱一首邓丽君	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>邓丽君</SINGER>
我要听小老鼠	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_NAME>小老鼠</MUSIC_NAME>
听刘若英的歌	music	MUSIC_GENERAL_PLAY	听<SINGER>刘若英</SINGER>的歌
播放张伟珈的歌曲	music	MUSIC_GENERAL_PLAY	播放<SINGER>张玮伽</SINGER>的歌曲
播放黑龙	music	MUSIC_GENERAL_PLAY	播放<SINGER>黑龙</SINGER>
唱一首海潮歌	music	MUSIC_GENERAL_PLAY	唱一首<MUSIC_NAME>海潮歌</MUSIC_NAME>
换陈奕迅的歌	music	MUSIC_GENERAL_PLAY	换<SINGER>陈奕迅</SINGER>的歌
米店	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>米店</MUSIC_NAME>
杨总	chat		
孙路	music	MUSIC_GENERAL_PLAY	<SINGER>孙露</SINGER>
林一峰	music	MUSIC_GENERAL_PLAY	<SINGER>林一峰</SINGER>
播放豆浆行	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>豆浆</MUSIC_NAME>行
唱100	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>100</MUSIC_NAME>
我想听封茗囧菌的歌	music	MUSIC_GENERAL_PLAY	
王者荣耀怎么玩	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>王者荣耀</BAIKE_ITERM>怎么玩
邓紫琪	music	MUSIC_GENERAL_PLAY	<SINGER>邓紫琪</SINGER>
播放17	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>17</MUSIC_NAME>
